Filial,Documento,Nome_Cliente,Nome_Vendedor,Produtos,Quantidade,Preco_Unitario,Total,Estado_Cliente,Data_Compra,Data_Devolucao,Status
São Paulo,4896,Empreendimentos NexusTech Ltda,Taize,PlayStation 1,37,199,7363, Mato Grosso (MT) ,2024-12-03,,Sem Devolução
Parana,3812,Tecnologias Impulso Quântico Ltda,Henrique,Nintendo Wii,9,1699,15291, Amazonas (AM) ,2022-07-12,2022-07-26,Com Devolução
São Paulo,2600,Empreendimentos NovaGenius Ltda,Henrique,PlayStation 1,37,199,7363, Rio Grande do Sul (RS) ,2020-01-25,,Sem Devolução
Parana,7518,Sistemas Sinérgicos Ltda,Maria,PlayStation 4,39,1399,54561, Sergipe (SE) ,2023-04-27,,Sem Devolução
São Paulo,2896,Empreendimentos NovaGenius Ltda,João,PlayStation 2,31,499,15469, Ceará (CE) ,2022-12-14,,Sem Devolução
São Paulo,6464,Grupo Borda de Inovação Ltda,Maria,PlayStation 1,19,199,3781, Paraíba (PB) ,2021-09-16,,Sem Devolução
Parana,9243,Indústrias ApexTech Ltda,Vanessa,PlayStation 1,36,199,7164, Tocantins (TO) ,2021-03-07,,Sem Devolução
Rio de Janeiro,8208,Tecnologias Impulso Quântico Ltda,João,PlayStation 4,13,1399,18187, Alagoas (AL) ,2023-07-19,2023-07-30,Com Devolução
São Paulo,2522,Inovação Esfera Quântica Ltda,Maria,XBOX ONE S,27,1499,40473, Amapá (AP) ,2021-03-09,2021-03-23,Com Devolução
Rio de Janeiro,3795,Soluções Núcleo Quântico Ltda,Vanessa,Game Boy,18,79,1422, Espírito Santo (ES) ,2023-11-07,,Sem Devolução
São Paulo,9245,Corporação TechNex,Henrique,Game Boy,10,79,790, Goiás (GO) ,2021-05-11,,Sem Devolução
Parana,4088,Empresa Visionária de Inovações S.A,Taize,XBOX 360,26,1299,33774, São Paulo (SP) ,2024-05-21,,Sem Devolução
Parana,3118,Laboratórios InovateX Ltda,Maria,PlayStation 1,40,199,7960, Piauí (PI) ,2024-06-06,,Sem Devolução
Parana,9393,Corporação TechVantage,Paulo,XBOX 360,18,1299,23382, Tocantins (TO) ,2023-03-25,2023-04-08,Com Devolução
Parana,2924,Sistemas Sinérgicos Ltda,Maria,Nintendo DS,39,389,15171, Mato Grosso do Sul (MS) ,2022-03-19,,Sem Devolução
Parana,4985,Tecnologias Impulso Quântico Ltda,Taize,PlayStation 4,35,1399,48965, Mato Grosso do Sul (MS) ,2020-06-24,,Sem Devolução
Parana,8388,InovarHub S.A,Paulo,Nintendo DS,40,389,15560, Ceará (CE) ,2024-07-21,2024-07-28,Com Devolução
São Paulo,3384,Soluções Núcleo Quântico Ltda,Taize,Game Boy,27,79,2133, Ceará (CE) ,2022-02-09,,Sem Devolução
Rio de Janeiro,9448,VisionáriaTech S.A,Maria,PlayStation 2,30,499,14970, Paraná (PR) ,2021-05-16,,Sem Devolução
Rio de Janeiro,6409,Empresas Esfera de Sinergia Ltda,Maria,Nintendo Wii,27,1699,45873, Amapá (AP) ,2023-05-26,,Sem Devolução
São Paulo,3671,Corporação TechNex,Taize,Nintendo Wii,34,1699,57766, Pará (PA) ,2024-10-17,2024-10-27,Com Devolução
São Paulo,3224,Grupo Dinâmica Horizon Ltda,Paulo,XBOX ONE S,22,1499,32978, Roraima (RR) ,2021-05-04,2021-05-21,Com Devolução
Rio de Janeiro,5907,Inovação QuantumLeap Ltda,Taize,PlayStation 4,18,1399,25182, Piauí (PI) ,2020-01-02,,Sem Devolução
Rio de Janeiro,8021,Corporação NexusGen,Paulo,PlayStation 4,36,1399,50364, Distrito Federal (DF) ,2021-11-27,2021-12-23,Com Devolução
Rio de Janeiro,7323,Inovação Esfera Quântica Ltda,Taize,XBOX 360,31,1299,40269, Ceará (CE) ,2020-12-13,2020-12-29,Com Devolução
São Paulo,1650,Tecnologias Impulso Quântico Ltda,Henrique,XBOX 360,6,1299,7794, Paraná (PR) ,2023-04-28,,Sem Devolução
São Paulo,4270,Sistemas Sinérgicos Ltda,Maria,PlayStation 4,20,1399,27980, Santa Catarina (SC) ,2023-03-11,,Sem Devolução
Parana,4929,Sistemas Sinérgicos Ltda,Taize,Game Boy,40,79,3160, São Paulo (SP) ,2024-05-04,,Sem Devolução
Rio de Janeiro,2032,Sistemas Sinérgicos Ltda,Henrique,PlayStation 4,5,1399,6995, Paraná (PR) ,2020-10-11,,Sem Devolução
Parana,9560,Laboratórios InovateX Ltda,Henrique,Game Boy,18,79,1422, Paraná (PR) ,2024-05-17,,Sem Devolução
Rio de Janeiro,4599,Soluções NovaTech S.A,Henrique,Nintendo DS,28,389,10892, Rio de Janeiro (RJ) ,2024-11-24,2024-11-27,Com Devolução
Parana,6852,Corporação NexusGen,Henrique,PlayStation 1,26,199,5174, Minas Gerais (MG) ,2020-05-22,2020-06-12,Com Devolução
Rio de Janeiro,2086,Corporação NexusGen,Taize,Nintendo Wii,11,1699,18689, Bahia (BA) ,2023-08-03,,Sem Devolução
Rio de Janeiro,2799,Empresas Esfera de Sinergia Ltda,Taize,PlayStation 1,34,199,6766, Rio de Janeiro (RJ) ,2023-11-10,2023-11-14,Com Devolução
Parana,9207,Empresas Esfera de Sinergia Ltda,Maria,Nintendo DS,31,389,12059, Sergipe (SE) ,2021-03-27,2021-03-27,Com Devolução
São Paulo,8786,Empresas Esfera de Sinergia Ltda,Henrique,Nintendo DS,27,389,10503, Bahia (BA) ,2021-04-27,,Sem Devolução
Rio de Janeiro,8061,Laboratórios InovateX Ltda,Vanessa,PlayStation 2,35,499,17465, Rio de Janeiro (RJ) ,2021-09-20,2021-10-06,Com Devolução
São Paulo,9808,Empreendimentos NexusTech Ltda,Henrique,XBOX 360,14,1299,18186, Maranhão (MA) ,2023-03-16,,Sem Devolução
São Paulo,3878,Corporação TechNex,Maria,Game Boy,17,79,1343, Ceará (CE) ,2022-04-11,2022-05-05,Com Devolução
Rio de Janeiro,3851,Grupo Dinâmica Horizon Ltda,Taize,PlayStation 4,3,1399,4197, Distrito Federal (DF) ,2022-09-17,,Sem Devolução
Rio de Janeiro,2899,Empreendimentos NovaGenius Ltda,Paulo,Game Boy,30,79,2370, Amapá (AP) ,2023-09-21,2023-10-09,Com Devolução
Rio de Janeiro,2344,Tecnologias Impulso Quântico Ltda,João,Game Boy,3,79,237, Pará (PA) ,2023-01-20,,Sem Devolução
Rio de Janeiro,2132,Empreendimentos NexusTech Ltda,Henrique,Nintendo Wii,10,1699,16990, Paraíba (PB) ,2023-11-27,,Sem Devolução
São Paulo,4886,Empreendimentos NexusTech Ltda,João,Game Boy,17,79,1343, Pará (PA) ,2020-04-09,,Sem Devolução
São Paulo,7449,Corporação TechNex,Henrique,PlayStation 2,33,499,16467, Mato Grosso (MT) ,2020-01-19,2020-02-11,Com Devolução
Rio de Janeiro,1536,Inovação QuantumLeap Ltda,Vanessa,PlayStation 2,37,499,18463, Rio de Janeiro (RJ) ,2021-05-02,2021-05-15,Com Devolução
São Paulo,1600,Empreendimentos NexusTech Ltda,Vanessa,XBOX 360,28,1299,36372, Rio Grande do Sul (RS) ,2023-08-06,,Sem Devolução
Rio de Janeiro,1939,Indústrias ApexTech Ltda,João,PlayStation 1,15,199,2985, Roraima (RR) ,2022-09-08,2022-09-09,Com Devolução
São Paulo,5695,Empreendimentos NexusTech Ltda,João,Nintendo DS,32,389,12448, Pará (PA) ,2024-02-06,,Sem Devolução
Rio de Janeiro,4041,Empresa Visionária de Inovações S.A,Vanessa,PlayStation 2,25,499,12475, Tocantins (TO) ,2024-05-13,2024-05-17,Com Devolução
Rio de Janeiro,9505,Corporação NexusGen,Paulo,Nintendo DS,27,389,10503, Maranhão (MA) ,2022-09-11,,Sem Devolução
São Paulo,2268,Corporação TechNex,João,Nintendo DS,7,389,2723, Santa Catarina (SC) ,2023-08-18,,Sem Devolução
Rio de Janeiro,3331,Corporação TechVantage,Paulo,Nintendo DS,34,389,13226, Paraná (PR) ,2022-06-02,,Sem Devolução
São Paulo,5383,Corporação NexusGen,Vanessa,Nintendo Wii,32,1699,54368, Pernambuco (PE) ,2023-04-25,,Sem Devolução
São Paulo,5240,Grupo Borda de Inovação Ltda,Henrique,XBOX 360,30,1299,38970, Rondônia (RO) ,2021-03-20,2021-04-09,Com Devolução
São Paulo,5231,VisionáriaTech S.A,Taize,XBOX 360,5,1299,6495, Bahia (BA) ,2022-11-24,,Sem Devolução
Parana,1785,Inovação QuantumLeap Ltda,Paulo,Game Boy,17,79,1343, Mato Grosso do Sul (MS) ,2022-11-10,2022-11-25,Com Devolução
Rio de Janeiro,1364,Inovação Esfera Quântica Ltda,Maria,Nintendo Wii,38,1699,64562, Goiás (GO) ,2022-04-17,,Sem Devolução
São Paulo,4790,Laboratórios InovateX Ltda,Paulo,XBOX 360,3,1299,3897, Ceará (CE) ,2022-08-08,,Sem Devolução
Parana,9457,Empreendimentos NexusTech Ltda,Vanessa,Nintendo DS,9,389,3501, Acre (AC) ,2023-08-05,2023-08-10,Com Devolução
Parana,7043,Inovação Esfera Quântica Ltda,Maria,XBOX ONE S,28,1499,41972, Piauí (PI) ,2024-05-05,,Sem Devolução
Parana,6890,Empreendimentos NexusTech Ltda,Maria,PlayStation 4,10,1399,13990, Acre (AC) ,2024-05-13,,Sem Devolução
Rio de Janeiro,1656,Laboratórios InovateX Ltda,João,PlayStation 2,6,499,2994, Pará (PA) ,2021-11-07,,Sem Devolução
Rio de Janeiro,5295,Tecnologias Impulso Quântico Ltda,Henrique,PlayStation 1,37,199,7363, Amazonas (AM) ,2023-12-27,,Sem Devolução
São Paulo,1712,Sistemas Sinérgicos Ltda,Vanessa,Nintendo Wii,20,1699,33980, Pernambuco (PE) ,2024-10-13,,Sem Devolução
Parana,5767,Grupo Dinâmica Horizon Ltda,Henrique,PlayStation 4,3,1399,4197, Paraíba (PB) ,2022-05-08,,Sem Devolução
São Paulo,4048,Corporação NexusGen,João,PlayStation 1,32,199,6368, Espírito Santo (ES) ,2020-07-19,,Sem Devolução
São Paulo,4232,Grupo Borda de Inovação Ltda,Vanessa,Nintendo DS,16,389,6224, Rondônia (RO) ,2024-09-24,,Sem Devolução
Parana,4485,Empresa Visionária de Inovações S.A,Maria,PlayStation 4,9,1399,12591, Tocantins (TO) ,2021-06-30,2021-07-13,Com Devolução
Rio de Janeiro,9812,Soluções NovaTech S.A,Paulo,PlayStation 1,30,199,5970, Amapá (AP) ,2020-02-04,,Sem Devolução
Rio de Janeiro,7502,Indústrias ApexTech Ltda,Taize,XBOX 360,11,1299,14289, Espírito Santo (ES) ,2024-05-03,,Sem Devolução
Parana,9036,Empreendimentos NovaGenius Ltda,Paulo,Nintendo DS,40,389,15560, Distrito Federal (DF) ,2023-02-14,,Sem Devolução
São Paulo,6637,Corporação TechNex,Paulo,PlayStation 4,36,1399,50364, Rio Grande do Sul (RS) ,2021-09-14,2021-09-29,Com Devolução
Rio de Janeiro,8624,Tecnologias Impulso Quântico Ltda,Vanessa,PlayStation 4,35,1399,48965, Mato Grosso (MT) ,2024-07-06,,Sem Devolução
Rio de Janeiro,2030,Corporação TechNex,Vanessa,Nintendo DS,30,389,11670, Alagoas (AL) ,2024-10-25,,Sem Devolução
Rio de Janeiro,7020,Laboratórios InovateX Ltda,Taize,Nintendo DS,8,389,3112, Pernambuco (PE) ,2023-12-25,2024-01-05,Com Devolução
Rio de Janeiro,3605,Empreendimentos NexusTech Ltda,Henrique,Game Boy,24,79,1896, Rio de Janeiro (RJ) ,2023-03-19,,Sem Devolução
Rio de Janeiro,1201,Empreendimentos NovaGenius Ltda,Vanessa,Nintendo Wii,39,1699,66261, Mato Grosso (MT) ,2024-01-05,,Sem Devolução
Rio de Janeiro,7331,Inovação QuantumLeap Ltda,Maria,XBOX 360,16,1299,20784, Maranhão (MA) ,2022-10-17,,Sem Devolução
Parana,7849,Corporação TechNex,Maria,Nintendo Wii,10,1699,16990, Tocantins (TO) ,2024-12-16,2025-01-09,Com Devolução
Rio de Janeiro,9048,Corporação NexusGen,Maria,XBOX 360,2,1299,2598, Distrito Federal (DF) ,2022-09-16,2022-10-09,Com Devolução
Rio de Janeiro,5846,Soluções Núcleo Quântico Ltda,Taize,PlayStation 1,4,199,796, Pernambuco (PE) ,2024-06-17,,Sem Devolução
Rio de Janeiro,4719,Corporação NexusGen,Henrique,Nintendo DS,13,389,5057, Maranhão (MA) ,2021-07-24,2021-07-26,Com Devolução
São Paulo,3348,Laboratórios InovateX Ltda,Paulo,XBOX 360,21,1299,27279, Amapá (AP) ,2020-07-16,2020-07-23,Com Devolução
Rio de Janeiro,8744,Soluções NovaTech S.A,Taize,Nintendo Wii,13,1699,22087, Paraná (PR) ,2021-11-15,2021-12-08,Com Devolução
Rio de Janeiro,4577,Inovação QuantumLeap Ltda,João,PlayStation 1,10,199,1990, Espírito Santo (ES) ,2020-10-02,,Sem Devolução
Rio de Janeiro,5926,Soluções NovaTech S.A,Paulo,Nintendo DS,24,389,9336, Tocantins (TO) ,2024-10-06,,Sem Devolução
Rio de Janeiro,3862,Tecnologias Impulso Quântico Ltda,Paulo,PlayStation 4,17,1399,23783, Acre (AC) ,2024-12-10,,Sem Devolução
Parana,4831,Grupo Borda de Inovação Ltda,João,PlayStation 4,21,1399,29379, Pernambuco (PE) ,2021-10-16,2021-11-01,Com Devolução
São Paulo,5182,Empresa Visionária de Inovações S.A,Taize,PlayStation 2,11,499,5489, Pará (PA) ,2023-04-26,,Sem Devolução
Parana,2924,Inovação QuantumLeap Ltda,João,Game Boy,26,79,2054, Goiás (GO) ,2020-03-16,,Sem Devolução
Parana,8225,Corporação TechVantage,Henrique,PlayStation 2,37,499,18463, Bahia (BA) ,2023-09-21,2023-09-30,Com Devolução
Parana,1015,Grupo Borda de Inovação Ltda,Taize,Game Boy,34,79,2686, Paraíba (PB) ,2022-05-26,,Sem Devolução
Parana,8792,Grupo Borda de Inovação Ltda,Paulo,XBOX 360,24,1299,31176, Mato Grosso (MT) ,2020-01-15,,Sem Devolução
Rio de Janeiro,9408,Soluções NovaTech S.A,Taize,Nintendo DS,5,389,1945, Maranhão (MA) ,2024-12-27,,Sem Devolução
Parana,5541,Inovação Esfera Quântica Ltda,João,Nintendo Wii,21,1699,35679, Pernambuco (PE) ,2022-09-21,,Sem Devolução
Parana,9852,Corporação NexusGen,Paulo,PlayStation 1,31,199,6169, Distrito Federal (DF) ,2023-03-08,2023-03-16,Com Devolução
Parana,1635,Grupo Dinâmica Horizon Ltda,Vanessa,Nintendo Wii,36,1699,61164, Amazonas (AM) ,2021-08-19,,Sem Devolução
São Paulo,7154,Tecnologias Ondas Futuras Ltda,Henrique,Nintendo DS,30,389,11670, São Paulo (SP) ,2023-09-06,,Sem Devolução
Parana,9334,Inovação QuantumLeap Ltda,Maria,PlayStation 1,12,199,2388, Distrito Federal (DF) ,2023-05-12,,Sem Devolução
Rio de Janeiro,7776,Empresa Visionária de Inovações S.A,Paulo,XBOX 360,14,1299,18186, Maranhão (MA) ,2024-07-02,,Sem Devolução
Rio de Janeiro,1574,Empresa Visionária de Inovações S.A,Henrique,Game Boy,8,79,632, Maranhão (MA) ,2024-11-18,2024-12-05,Com Devolução
Parana,3001,Inovação Esfera Quântica Ltda,Henrique,Game Boy,21,79,1659, Distrito Federal (DF) ,2020-08-20,,Sem Devolução
Parana,4615,Corporação NexusGen,Taize,PlayStation 1,27,199,5373, Rondônia (RO) ,2020-08-31,2020-09-04,Com Devolução
São Paulo,4372,Tecnologias Impulso Quântico Ltda,Taize,Nintendo DS,38,389,14782, Maranhão (MA) ,2021-12-19,,Sem Devolução
Parana,4890,Empreendimentos NovaGenius Ltda,João,Nintendo Wii,37,1699,62863, Acre (AC) ,2022-08-30,,Sem Devolução
São Paulo,9291,Sistemas Sinérgicos Ltda,Maria,Nintendo Wii,8,1699,13592, Goiás (GO) ,2023-02-28,,Sem Devolução
São Paulo,2679,Inovação Esfera Quântica Ltda,Taize,XBOX ONE S,11,1499,16489, Espírito Santo (ES) ,2024-10-08,,Sem Devolução
Parana,6188,Soluções NovaTech S.A,Maria,PlayStation 2,17,499,8483, Paraíba (PB) ,2021-05-13,2021-05-22,Com Devolução
São Paulo,8051,InovarHub S.A,Maria,XBOX 360,16,1299,20784, Piauí (PI) ,2022-07-01,,Sem Devolução
Parana,9702,Corporação NexusGen,Vanessa,Nintendo DS,24,389,9336, São Paulo (SP) ,2024-08-15,,Sem Devolução
Parana,5093,InovarHub S.A,João,PlayStation 1,1,199,199, Pará (PA) ,2024-08-13,2024-08-15,Com Devolução
São Paulo,3649,Soluções NovaTech S.A,Vanessa,XBOX ONE S,32,1499,47968, São Paulo (SP) ,2021-11-20,2021-12-10,Com Devolução
Parana,5712,Empresa Visionária de Inovações S.A,Vanessa,PlayStation 4,39,1399,54561, Goiás (GO) ,2023-05-30,2023-06-14,Com Devolução
Rio de Janeiro,6016,Laboratórios InovateX Ltda,João,XBOX 360,16,1299,20784, Tocantins (TO) ,2024-08-13,,Sem Devolução
São Paulo,8848,Tecnologias Impulso Quântico Ltda,João,PlayStation 4,10,1399,13990, Santa Catarina (SC) ,2024-09-07,2024-09-22,Com Devolução
São Paulo,4985,Empresas Esfera de Sinergia Ltda,Maria,XBOX 360,35,1299,45465, São Paulo (SP) ,2021-04-28,,Sem Devolução
Parana,7720,VisionáriaTech S.A,Paulo,PlayStation 4,24,1399,33576, Sergipe (SE) ,2021-01-19,,Sem Devolução
Rio de Janeiro,5112,Inovação QuantumLeap Ltda,Taize,XBOX ONE S,29,1499,43471, Bahia (BA) ,2024-12-04,,Sem Devolução
São Paulo,8800,Laboratórios InovateX Ltda,Vanessa,XBOX ONE S,10,1499,14990, Paraíba (PB) ,2022-08-15,,Sem Devolução
Parana,6254,Sistemas Sinérgicos Ltda,Paulo,Game Boy,3,79,237, Rio Grande do Norte (RN) ,2023-11-05,,Sem Devolução
São Paulo,8662,Soluções NovaTech S.A,Maria,Nintendo DS,11,389,4279, Paraíba (PB) ,2022-09-01,,Sem Devolução
São Paulo,1047,Grupo Borda de Inovação Ltda,Paulo,PlayStation 1,6,199,1194, Maranhão (MA) ,2023-05-24,,Sem Devolução
São Paulo,1747,Indústrias ApexTech Ltda,Taize,XBOX ONE S,29,1499,43471, Sergipe (SE) ,2024-06-02,,Sem Devolução
Parana,5291,Soluções NovaTech S.A,Maria,Game Boy,22,79,1738, Rio Grande do Norte (RN) ,2024-05-24,,Sem Devolução
Rio de Janeiro,2986,Inovação QuantumLeap Ltda,Paulo,Game Boy,27,79,2133, Bahia (BA) ,2023-07-25,2023-08-07,Com Devolução
Rio de Janeiro,5466,Empresa Visionária de Inovações S.A,Henrique,XBOX ONE S,18,1499,26982, Sergipe (SE) ,2022-10-09,,Sem Devolução
Rio de Janeiro,4422,Empreendimentos NexusTech Ltda,Vanessa,PlayStation 4,27,1399,37773, Sergipe (SE) ,2021-12-22,2022-01-18,Com Devolução
São Paulo,3230,Empreendimentos NovaGenius Ltda,João,Nintendo DS,17,389,6613, Distrito Federal (DF) ,2020-09-09,,Sem Devolução
Parana,1782,Empresa Visionária de Inovações S.A,Paulo,Game Boy,1,79,79, Mato Grosso (MT) ,2020-03-19,,Sem Devolução
Parana,5439,Corporação NexusGen,Maria,Game Boy,8,79,632, Amapá (AP) ,2021-03-08,2021-03-21,Com Devolução
São Paulo,6158,Sistemas Sinérgicos Ltda,Maria,XBOX 360,27,1299,35073, Mato Grosso (MT) ,2023-03-11,,Sem Devolução
São Paulo,9134,Soluções NovaTech S.A,João,XBOX ONE S,20,1499,29980, Goiás (GO) ,2020-02-26,,Sem Devolução
São Paulo,1665,Empresas Esfera de Sinergia Ltda,Vanessa,Nintendo Wii,38,1699,64562, Rondônia (RO) ,2022-11-09,2022-11-20,Com Devolução
São Paulo,2167,Soluções Núcleo Quântico Ltda,Maria,Nintendo Wii,6,1699,10194, Rio Grande do Sul (RS) ,2023-10-03,,Sem Devolução
São Paulo,8127,Empreendimentos NexusTech Ltda,Vanessa,XBOX ONE S,18,1499,26982, Espírito Santo (ES) ,2020-11-07,,Sem Devolução
São Paulo,6277,Empreendimentos NovaGenius Ltda,Taize,XBOX ONE S,4,1499,5996, Amapá (AP) ,2020-08-01,,Sem Devolução
São Paulo,6621,Grupo Dinâmica Horizon Ltda,Taize,PlayStation 1,37,199,7363, Mato Grosso do Sul (MS) ,2020-04-06,2020-04-21,Com Devolução
São Paulo,5678,Empresas Esfera de Sinergia Ltda,Vanessa,Nintendo DS,5,389,1945, Paraíba (PB) ,2021-06-27,2021-06-27,Com Devolução
São Paulo,2063,Grupo Borda de Inovação Ltda,Vanessa,Nintendo Wii,8,1699,13592, Distrito Federal (DF) ,2024-02-07,2024-02-09,Com Devolução
Parana,6505,Grupo Borda de Inovação Ltda,Paulo,XBOX ONE S,25,1499,37475, Paraíba (PB) ,2020-08-08,2020-09-05,Com Devolução
Rio de Janeiro,2052,Laboratórios InovateX Ltda,Vanessa,XBOX 360,38,1299,49362, Roraima (RR) ,2022-07-09,,Sem Devolução
Parana,9408,Sistemas Sinérgicos Ltda,Paulo,XBOX 360,13,1299,16887, Rio Grande do Norte (RN) ,2024-09-04,2024-10-03,Com Devolução
São Paulo,7982,Corporação NexusGen,Vanessa,PlayStation 2,1,499,499, Distrito Federal (DF) ,2023-02-07,2023-02-22,Com Devolução
São Paulo,2844,Inovação QuantumLeap Ltda,Taize,PlayStation 4,28,1399,39172, Tocantins (TO) ,2022-05-03,,Sem Devolução
Rio de Janeiro,1639,Empreendimentos NexusTech Ltda,Maria,XBOX 360,21,1299,27279, Espírito Santo (ES) ,2020-12-05,2020-12-14,Com Devolução
Parana,3836,Grupo Borda de Inovação Ltda,Paulo,Nintendo Wii,26,1699,44174, Acre (AC) ,2023-01-29,,Sem Devolução
São Paulo,1135,Indústrias ApexTech Ltda,Taize,PlayStation 2,34,499,16966, Pernambuco (PE) ,2022-02-12,2022-02-20,Com Devolução
Parana,7091,Corporação NexusGen,Vanessa,PlayStation 1,40,199,7960, Minas Gerais (MG) ,2024-04-07,2024-04-21,Com Devolução
São Paulo,4289,Grupo Dinâmica Horizon Ltda,Vanessa,PlayStation 1,7,199,1393, Mato Grosso (MT) ,2022-02-07,,Sem Devolução
Parana,5114,Soluções NovaTech S.A,Vanessa,Game Boy,20,79,1580, Tocantins (TO) ,2022-02-03,,Sem Devolução
Parana,7057,Empresa Visionária de Inovações S.A,Paulo,PlayStation 4,25,1399,34975, Paraná (PR) ,2023-06-30,,Sem Devolução
São Paulo,5615,Grupo Borda de Inovação Ltda,João,PlayStation 1,3,199,597, Pernambuco (PE) ,2022-10-07,,Sem Devolução
Rio de Janeiro,4214,Soluções Núcleo Quântico Ltda,Paulo,Game Boy,10,79,790, Distrito Federal (DF) ,2022-03-31,,Sem Devolução
Parana,4136,Corporação TechVantage,Paulo,Nintendo DS,13,389,5057, Rio de Janeiro (RJ) ,2023-07-24,,Sem Devolução
Parana,8604,Corporação TechNex,Henrique,PlayStation 4,18,1399,25182, Piauí (PI) ,2020-09-06,,Sem Devolução
São Paulo,1346,Empresa Visionária de Inovações S.A,Paulo,PlayStation 1,33,199,6567, Rio Grande do Norte (RN) ,2024-07-01,,Sem Devolução
Parana,6860,Tecnologias Impulso Quântico Ltda,Taize,Nintendo DS,27,389,10503, Bahia (BA) ,2022-10-30,,Sem Devolução
Parana,3905,Grupo Dinâmica Horizon Ltda,Henrique,XBOX ONE S,36,1499,53964, São Paulo (SP) ,2020-01-18,,Sem Devolução
Parana,8659,Soluções Núcleo Quântico Ltda,João,Nintendo Wii,9,1699,15291, Maranhão (MA) ,2020-01-03,,Sem Devolução
Parana,2265,Empreendimentos NexusTech Ltda,Maria,PlayStation 2,5,499,2495, São Paulo (SP) ,2022-11-22,2022-11-23,Com Devolução
Parana,7882,Sistemas Sinérgicos Ltda,João,Nintendo DS,24,389,9336, Pernambuco (PE) ,2020-08-07,,Sem Devolução
Rio de Janeiro,8737,Empresa Visionária de Inovações S.A,João,PlayStation 2,9,499,4491, Roraima (RR) ,2022-03-20,,Sem Devolução
Parana,8663,Laboratórios InovateX Ltda,Henrique,Game Boy,16,79,1264, Tocantins (TO) ,2021-03-10,,Sem Devolução
São Paulo,9895,Corporação TechNex,Vanessa,PlayStation 4,5,1399,6995, Minas Gerais (MG) ,2021-08-13,,Sem Devolução
São Paulo,2735,Empresas Esfera de Sinergia Ltda,João,Nintendo DS,5,389,1945, Goiás (GO) ,2024-06-02,,Sem Devolução
São Paulo,8983,Corporação TechVantage,João,XBOX ONE S,31,1499,46469, Maranhão (MA) ,2022-06-04,,Sem Devolução
Rio de Janeiro,1144,Inovação Esfera Quântica Ltda,João,PlayStation 1,36,199,7164, Santa Catarina (SC) ,2023-05-15,,Sem Devolução
Parana,6187,InovarHub S.A,Vanessa,Nintendo DS,32,389,12448, Acre (AC) ,2021-11-03,2021-12-01,Com Devolução
Rio de Janeiro,2950,Indústrias ApexTech Ltda,Maria,Game Boy,21,79,1659, Espírito Santo (ES) ,2020-12-20,,Sem Devolução
